,affiliation,lat,long
237,"KU Leuven, Department of Human Genetics, Leuven, Belgium",50.8779545,4.7002953
238,"Naval Medical Research Center, Biological Defense Research Directorate, Silver Spring, Maryland, United States of America",38.9906657,-77.026088
239,"Rowett Institute of Nutrition and Health, University of Aberdeen, Bucksburn, Aberdeen, United Kingdom",57.156621,-2.1366423
240,"Department of Chemical Engineering, University of Michigan, Ann Arbor, Michigan, United States of America",42.2929363,-83.7154823
241,"The McArdle Laboratory for Cancer Research, Department of Oncology, School of Medicine and Public Health, University of Wisconsin-Madison, Madison, WI, United States of America",43.078097,-89.4316495
242,"Department of Medical Cell Biology, Uppsala University, Uppsala, Sweden",59.841731,17.632563
243,"Unidad de DiagnÛstico Molecular y Celular del C·ncer, Centro de InvestigaciÛn del C·ncer-IBMCC (USAL-CSIC), Salamanca, Spain",40.96402,-5.677614
244,"DÈpartement de Phytologie and Institut de biologie intÈgrative et des systËmes, UniversitÈ Laval, Quebec City, Quebec, Canada",46.7795592,-71.278536
245,"DOE Joint Genome Institute, Walnut Creek, California, United States of America",37.9313884,-122.0217454
246,"CNRS-UMR8199, Lille Pasteur Institute, Lille, France",50.6280388,3.0738931
247,"Biological Defense Research Directorate, Naval Medical Research Center, Rockville, Maryland, United States of America",39.0839973,-77.1527578
248,"The Sainsbury Laboratory, Norwich Research Park, Colney, Norwich, United Kingdom",52.6223271,1.2228161
249,"Museum of New Zealand Te Papa Tongarewa, Wellington, New Zealand",-41.2904563,174.7820894
250,"Department of Vertebrate Genomics, Max Planck Institute for Molecular Genetics, Berlin, Germany",52.444311,13.273748
251,"Division of Medical Sciences, National Cancer Centre, Singapore, Singapore",1.2793048,103.8365762
252,"Istituto di Ricerca Genetica e Biomedica, Consiglio Nazionale delle Ricerche (CNR), Monserrato, Italy",39.26864,9.1241951
253,"Istituto di Ricerca Genetica e Biomedica, Consiglio Nazionale delle Ricerche (CNR), Monserrato, Italy",39.26864,9.1241951
254,"Joint Unit of Research in Genomics and Health, Centre for Public Health Research (CSISP) - Cavanilles Institute for Biodiversity and Evolutionary Biology, University of Valencia, Valencia, Spain",39.4793254,-0.3593863
255,"The International Peace Maternity & Child Health Hospital Affiliated to Shanghai Jiao Tong University School of Medicine, Shanghai, P. R. China",31.196044,121.438831
256,"Adamas Pharmaceuticals, Inc., Emeryville, California, United States of America",37.8383934,-122.29979
257,"Center of Predictive Molecular Medicine, Center of Excellence on Aging, University-Foundation, Chieti, Italy",42.347886,14.1635845
258,"Georgia Health Sciences University Cancer Center, Georgia Health Sciences University, Augusta, Georgia, United States of America",33.4684268,-81.9858597
259,"Department of Human Genetics, McGill University, Montreal, Canada",45.5071407,-73.5799827
260,"Department of Human Genetics, McGill University, Montreal, Canada",45.5071407,-73.5799827
261,"Zilkha Neurogenetic Institute, Keck School of Medicine, University of Southern California, Los Angeles, CA, 90089, United States of America",34.061138,-118.2057365
262,"Genome Institute of Singapore, Singapore, Republic of Singapore",1.3026846,103.7926476
263,"Genome Institute of Singapore, Singapore, Republic of Singapore",1.3026846,103.7926476
264,"Department of Molecular and Human Genetics, Baylor College of Medicine, Houston, Texas, United States of America",29.710529,-95.396241
265,"Department of Molecular and Human Genetics, Baylor College of Medicine, Houston, Texas, United States of America",29.710529,-95.396241
266,"Department of Ophthalmology and Visual Sciences, Washington University School of Medicine, St. Louis, Missouri, United States of America",38.6352843,-90.2633576
267,"Cell Biology and Molecular Genetics, University of Maryland, College Park, Maryland, United States of America",38.9881124,-76.9433308
268,"Department of Genetics, Institute of Physiology and Pathology of Hearing, Warsaw, Poland",52.2173033,20.9842675
269,"Haematopoietic Stem Cell Laboratory, Cancer Research UK, London Research Institute, London, United Kingdom",51.5316498,-0.1287455
270,"Harbor Branch Oceanographic Institute, Florida Atlantic University, Fort Pierce, FL, United States of America",27.5351376,-80.3600221
271,"U.S. Meat Animal Research Center (USMARC), Clay Center, Nebraska, United States of America",40.5246879,-98.13289
272,"Department of Medical Sciences, Uppsala University, Uppsala, Sweden",59.8509005,17.6300093
273,"Institute of Plant Biology & Z¸rich-Basel Plant Science Center, University of Z¸rich, Z¸rich, Switzerland",,
274,"Institute of Plant Biology & Z¸rich-Basel Plant Science Center, University of Z¸rich, Z¸rich, Switzerland",,
275,"Department of Ecology and Evolutionary Biology, Yale University, New Haven, Connecticut, United States of America",41.3162049,-72.9234481
276,"Beijing Hospital, National Center of Gerontology, Beijing, China",39.903609,116.415401
277,"Division of DNA Repair and Genome Stability, Department of Radiation Oncology, Dana-Farber Cancer Institute, Harvard Medical School, Boston, Massachusetts, United States of America",42.3375671,-71.1081453
278,"Program for the Human Environment, The Rockefeller University, New York, New York, United States of America",40.7632352,-73.9559157
279,"New Zealand Forest Research Institute LTD. trading as Scion, Rotorua, New Zealand",-38.1607375,176.2655476
280,"Laboratory Center, Affiliated People's Hospital of Jiangsu University, Zhenjiang, Jiangsu, People's Republic of China",32.19932,119.514279
281,"Wellcome Trust Sanger Institute, Wellcome Trust Genome Campus, Hinxton, Cambridgeshire, United Kingdom",52.0789745,0.18647
282,"State Key Laboratory of Pollution Control & Resource Reuse, School of the Environment, Nanjing University, Nanjing, P. R. China",32.0568391,118.7789602
283,"State Key Laboratory of Biocontrol, Guangdong Province Key Laboratory of Pharmaceutical Functional Genes, Department of Biochemistry, College of Life Sciences, Sun Yat-Sen University, Higher Education Mega Center, Guangzhou, The Peopleís Republic of China",23.0965384,113.298883
284,"Beijing Genomics Institute at Shenzhen, Shenzhen, China",22.543096,114.057865
285,"MassBiologics, University of Massachusetts Medical School, Boston, Massachusetts, United States of America",42.2845361,-71.1024964
286,"State Key Laboratory of Veterinary Etiological Biology, Key Laboratory of Veterinary Parasitology of Gansu Province, Lanzhou Veterinary Research Institute, CAAS, Lanzhou, Gansu, China",36.082643,103.853777
287,"Human Genetics, Genome Institute of Singapore, Singapore, Singapore",1.3026846,103.7926476
288,"Centre for Ecology and Hydrology, Natural Environmental Research Council, Wallingford, Oxfordshire, United Kingdom",51.602338,-1.110676
289,"Department of Biology, San Diego State University, San Diego, California, United States of America",32.7776668,-117.0713998
290,"Department of Otolaryngology-Head and Neck Surgery, Xinhua Hospital, Shanghai Jiaotong University School of Medicine, Shanghai, China",31.274619,121.519152
291,"Department of Hematology, Oncology, Hemostaseology, and Stem Cell Transplantation, Medical Faculty, RWTH Aachen University, Aachen, Germany",50.7800778,6.0656869
292,"DECA Group, N&D Laboratory, CNRS, Gif sur Yvette, France",48.7048497,2.1317596
293,"BIO5 Institute, University of Arizona, Tucson, Arizona, United States of America",32.2379439,-110.9472625
294,"Cardiovascular Institute and Adult Medical Genetics, University of Colorado, Aurora, Colorado, United States of America",39.7451768,-104.8377087
295,"Institut de Recherche pour le DÈveloppement, UniversitÈ de Montpellier, UnitÈ Mixte de Recherche DiversitÈ Adaptation et DÈveloppement des Plantes (UMR DIADE), Montpellier, France",43.6316206,3.8634485
296,"Department of Human Genetics, University of Michigan, Ann Arbor, Michigan, United States of America",42.2836049,-83.7346894
297,"Department of Pathology, University of Washington, Seattle, Washington, United States of America",47.6492707,-122.3060224
298,"Department of Pathology, University of Washington, Seattle, Washington, United States of America",47.6492707,-122.3060224
299,"Department of Medical Genome Sciences, Graduate School of Frontier Sciences, The University of Tokyo, Chiba, Japan",35.9014324,139.936019
300,"Department of Otolaryngology-Head and Neck Surgery, Institute of Otology, the Second Xiangya Hospital, Central South University, Changsha, Hunan, China",28.187002,112.993998
301,"Neuroscience Research Australia, Sydney, New South Wales, Australia",-33.9205511,151.2379168
302,"Bioanthropology and Paleopathology Lab, Department of Anatomy, Seoul National University College of Medicine, Seoul, South Korea",37.459882,126.9519053
303,"Key Laboratory of Marine Genetics and Breeding, College of Marine Life Sciences, Ocean University of China, Qingdao, Shandong Province, China",36.0649961,120.3390014
304,"Wellcome Trust Centre for Human Genetics, University of Oxford, Oxford, United Kingdom",51.7520693,-1.2150543
305,"Department of Anthropology, University of Illinois Urbana-Champaign, Urbana, Illinois, United States of America",40.1072875,-88.2261344
306,"Department of Pathology and Medical Biology, University of Groningen, University Medical Center Groningen, Groningen, Netherlands",53.2192634,6.5629872
307,"Center for Genome Research, University of Modena and Reggio Emilia, Modena, Italy",44.6451046,10.9279268
308,"Section for Cancer Cytogenetics, Institute for Cancer Genetics and Informatics, The Norwegian Radium Hospital, Oslo University Hospital, Oslo, Norway",59.9302359,10.6605169
309,"University of Queensland Diamantina Institute, Princess Alexandra Hospital, Woolloongabba, Australia",-27.499107,153.0312592
310,"University of Queensland Diamantina Institute, Princess Alexandra Hospital, Woolloongabba, Australia",-27.499107,153.0312592
311,"Department of Pediatrics, Keio University School of Medicine, Tokyo, Japan",35.6813263,139.7181848
312,"Montreal Heart Institute, Montreal, Quebec, Canada",45.5737308,-73.5779796
313,"UCL Great Ormond Street Institute of Child Health (ICH), London, United Kingdom",51.523309,-0.120066
314,"Department of Life Sciences, Natural History Museum, London, SW7 5BD, United Kingdom",51.496715,-0.1763672
315,"Department of Genetics, Albert Einstein College of Medicine, Bronx, New York, United States of America",40.8527012,-73.8463432
316,"Hematology Department, Hospital Universitario de Gran Canaria Dr. Negrin, Las Palmas de Gran Canaria, Spain",28.1202247,-15.4447544
317,"Department of Otolaryngology-Head and Neck Surgery, Xiangya Hospital, Central South University, Changsha, PR China",28.228209,112.938814
318,"BGI-shenzhen, Shenzhen, 518083, China",22.5893731,114.2671975
319,"Department for Health Evidence, Radboud Institute for Health Sciences, Radboud University Medical Center, Nijmegen, The Netherlands",51.8235728,5.8611812
320,"Institute of Otolaryngology, Chinese PLA General Hospital, Medical School of Chinese PLA, Beijing, China",39.9044756,116.2748009
321,"University of Illinois College of Medicine, Peoria, IL, United States of America",40.6970837,-89.5983561
322,"Stein Eye Institute, David Geffen School of Medicine at UCLA, Los Angeles, California, United States of America",34.0653176,-118.4446039
323,"Department of Neurology, Nanfang Hospital, Southern Medical University, Guangzhou, Peopleís Republic of China",23.187804,113.328561
324,"Oncogenomics Laboratory, Queensland Institute of Medical Research, Brisbane, Queensland, Australia",-27.449561,153.027266
325,"Nuffield Department of Medicine and Wellcome Trust Centre for Human Genetics, Oxford University, Oxford, United Kingdom",51.7526311,-1.2627841
326,"Nuffield Department of Medicine and Wellcome Trust Centre for Human Genetics, Oxford University, Oxford, United Kingdom",51.7526311,-1.2627841
327,"Institute of Pathology, University Hospital Cologne, Cologne, Germany",50.9236621,6.9170435
328,"Department of virology, Institute of Experimental Medicine, Saint Petersburg, Russia",59.9342802,30.3350986
329,"Clinical Development Laboratory, Merck & Co, Inc., Rahway, New Jersey, United States of America",40.6124327,-74.2672408
330,"Department of Internal Medicine and Medical Specialties, ìSapienzaî University of Rome, Rome, Italy",41.9037626,12.5144384
331,"Department of Internal Medicine and Medical Specialties, ìSapienzaî University of Rome, Rome, Italy",41.9037626,12.5144384
332,"Department of Statistics, University of Chicago, Chicago, Illinois, United States of America",41.7901516,-87.6010282
333,"Department of Statistics, University of Chicago, Chicago, Illinois, United States of America",41.7901516,-87.6010282
334,"Laboratory of Molecular Oncology, Hellenic Foundation for Cancer Research, Aristotle University of Thessaloniki School of Medicine, Thessaloniki, Greece",40.6308283,22.9592224
335,"Institute for Cancer Genetics, Columbia University Medical Center, New York, New York, United States of America",40.840821,-73.9433266
336,"Institute for Cancer Genetics, Columbia University Medical Center, New York, New York, United States of America",40.840821,-73.9433266
337,"Cardiovascular Genetics Center, University of Girona-IdIBGi, Girona, Spain",41.9857028,2.8272011
338,"Center of Clinical Laboratory, Zhongshan Hospital, School of Medicine, Xiamen University, Xiamen, China",24.471583,118.098573
339,"Center of Clinical Laboratory, Zhongshan Hospital, School of Medicine, Xiamen University, Xiamen, China",24.471583,118.098573
340,"Department of Experimental Vascular Medicine, Academic Medical Center, University of Amsterdam, Amsterdam, the Netherlands",52.3558182,4.9557263
341,"Institute of Pathology and Neuropathology, Eberhard Karls University of T¸bingen and Comprehensive Cancer Center, University Hospital T¸bingen, T¸bingen, Germany",48.5297568,9.0381857
342,"Department of Pathology, University of Otago, Christchurch 8140, New Zealand",-43.5345419,172.6261122
343,"SPGMB Department, University of Messina, Messina, Italy",38.1891564,15.5530341
344,"Department of Computational Biology and Applied Algorithms, Max Planck Institute for Informatics, Saarbr¸cken, Germany",49.2563823,7.042123
345,"Keygene NV, Wageningen, The Netherlands",51.9766096,5.645791
346,"Stanford Genome Technology Center, Stanford University, Palo Alto, California, United States of America",37.4087102,-122.1498298
347,"Department of Veterinary Population Medicine, University of Minnesota, Saint Paul, Minnesota, United States of America",44.9822535,-93.1823163
348,"Mycobacteriology Laboratory, Infectious Diseases Division, International Center for Diarrhoeal Diseases Research, Dhaka, Bangladesh",23.7764022,90.4000333
349,"Institute of Evolutionary Biology, University of Edinburgh, Edinburgh, United Kingdom",55.9445158,-3.1892413
350,"Institute of Evolutionary Biology, University of Edinburgh, Edinburgh, United Kingdom",55.9445158,-3.1892413
351,"Department of Bioengineering, University of California, Berkeley, CA, United States of America",37.8739847,-122.2561168
352,,37.2256055,-95.7162018
353,"Guangdong Food and Drug Vocational College, Guangzhou, China",23.2064286,113.3764711
354,"Department of Laboratory Medicine, University of Washington, Seattle, Washington, United States of America",47.6499333,-122.3084015
355,"Laboratory of Biopathology, Institut du Cancer de Montpellier, Montpellier, France",43.612968,3.8517611
356,"Department of Hematopathology, The University of Texas MD Anderson Cancer Center, Houston, TX, United States of America",29.7065843,-95.3970632
357,"Centro de Investigaciones sobre Enfermedades Infecciosas, Instituto Nacional de Salud P˙blica, Cuernavaca, MÈxico",18.9774645,-99.2459329
358,"Division of Translational Research, Research Center for Genomic Medicine, Saitama Medical University, Hidaka-shi, Saitama, Japan",35.9222734,139.3242787
359,"Division of Translational Research, Research Center for Genomic Medicine, Saitama Medical University, Hidaka-shi, Saitama, Japan",35.9222734,139.3242787
360,"Molecular Virology Unit, Microbiology and Virology Department, Fondazione IRCCS Policlinico San Matteo, Pavia, Italy",45.1961078,9.1488369
361,"Midwest Respiratory Virus Program, Medical College of Wisconsin, Milwaukee, WI, United States of America",43.058618,-87.914938
362,"Institute for Immunology & Infectious Diseases, Murdoch University, Perth, Western Australia, Australia",-32.0689653,115.8353403
363,"Department of Medical Sciences; University of Torino, Torino, Italy",45.069428,7.6889006
364,"Department of Microbiology, University of Washington, Seattle, Washington, United States of America",47.6504792,-122.3091843
365,"Department of Gene Technology, Akershus University Hospital, L¯renskog, Norway",59.9326963,10.9943412
366,"Genome Institute of Singapore, Agency for Science, Technology and Research, Singapore, Singapore",1.3026846,103.7926476
367,"Center for Reproductive Medicine, Shandong Provincial Hospital Affiliated to Shandong University, National Research Center for Assisted Reproductive Technology and Reproductive Genetics, The Key Laboratory for Reproductive Endocrinology of Ministry of Education, Jinan, China",36.64893,117.029014
368,"Center for Reproductive Medicine, Shandong Provincial Hospital Affiliated to Shandong University, National Research Center for Assisted Reproductive Technology and Reproductive Genetics, The Key Laboratory for Reproductive Endocrinology of Ministry of Education, Jinan, China",36.64893,117.029014
369,"Department of Experimental Oncology, European Institute of Oncology, Milan, Italy",45.4417651,9.2030419
370,"Department of Experimental Oncology, European Institute of Oncology, Milan, Italy",45.4417651,9.2030419
371,"Department of Experimental Oncology, European Institute of Oncology, Milan, Italy",45.4417651,9.2030419
372,"State Key Laboratory of Systematic and Evolutionary Botany, Institute of Botany, Chinese Academy of Sciences, Beijing, China",39.9935072,116.2160961
373,"U.S. Meat Animal Research Center (USMARC), Clay Center, Nebraska, United States of America",40.5246879,-98.13289
374,"Dept. of Bioinformatics, Medical Research Institute, Tokyo Medical and Dental University, 1-5-45 Yushima, Bunkyoku, Tokyo, 113ñ8510, Japan",35.7014781,139.7642268
375,"Dipartimento di Bioscienze, Biotecnologie e Scienze Farmacologiche, Universit‡ di Bari, Bari, Italy",41.1102601,16.8808524
376,"TRON - Translational Oncology at the Johannes Gutenberg University of Mainz Medicine, Mainz, Germany",49.9887776,8.2693482
377,"TRON - Translational Oncology at the Johannes Gutenberg University of Mainz Medicine, Mainz, Germany",49.9887776,8.2693482
378,"Institute for Glycomics, Griffith University, Gold Coast, Queensland, Australia",-27.9639565,153.3795358
379,"Ludwig Institute for Cancer Research, San Diego, California, United States of America",32.8763276,-117.2376764
380,"Department of Epidemiology and Biostatistics, Milken Institute School of Public Health, The George Washington University, Washington, DC, United States of America",38.9020965,-77.051046
381,"NuGEN Technologies, Inc., San Carlos, California, United States of America",37.5012943,-122.2137117
382,"Department of Chemistry & Biochemistry, University of California, San Diego, La Jolla, California, United States of America",32.8800604,-117.2340135
383,"Institute of Genetics, Vetsuisse Faculty, University of Bern, Berne, Switzerland",46.9504896,7.438119
384,"Institute of Genetics, Vetsuisse Faculty, University of Bern, Berne, Switzerland",46.9504896,7.438119
385,"John P. Hussman Institute for Human Genomics, University of Miami Miller School of Medicine, Miami, Florida, United States of America",25.7898149,-80.2106844
386,"Laboratory of Viral Diseases, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, Maryland, United States of America",39.0027771,-77.1044597
387,,37.2256055,-95.7162018
388,"Division of Infectious Diseases and International Health, Department of Medicine, University of Virginia, Charlottesville, Virginia, United States of America",38.0313644,-78.4991115
389,"Department of Neurology, Xiangya Hospital, Central South University, Changsha, China",28.16437,112.93251
390,"Department of Medicine, Stanford University School of Medicine, Stanford, California, United States of America",37.4318102,-122.175758
391,"Department of Otorhinolaryngology, Seoul National University Bundang Hospital, Seongnam, South Korea",37.3504033,127.1244617
392,"Division of Hematology-Oncology and Transplantation, Ann & Robert H. Lurie Childrenís Hospital of Chicago, Northwestern Universityís Feinberg School of Medicine, Chicago, Illinois, United States of America",41.8962237,-87.6218321
393,"Department of Genetics, Harvard Medical School, Boston, MA, United States of America",42.33854,-71.1026766
394,"John P. Hussman Institute for Human Genomics and the Dr. John T. Macdonald Department of Human Genetics, University of Miami Miller School of Medicine, Miami, Florida, United States of America",25.7898149,-80.2106844
395,"International Research Center for Infectious Diseases, Research Institute for Microbial Diseases (RIMD), Osaka University, Suita, Osaka, Japan",34.8242177,135.5192994
396,"Department of Cancer Biology, Mayo Clinic, Jacksonville, Florida, United States of America",30.2641218,-81.4409588
397,"Department of Obstetrics, Gynecology and Reproductive Sciences, Magee-Womens Research Institute, University of Pittsburgh, Pittsburgh, Pennsylvania, United States of America",40.4443533,-79.960835
398,"QIMR Berghofer Medical Research Institute, Brisbane, QLD, Australia",-27.449561,153.027266
399,"Institute of Genetics, Vetsuisse Faculty, University of Bern, 3001, Bern, Switzerland",46.9504896,7.438119
400,"State Key Laboratory of Ophthalmology, Zhongshan Ophthalmic Center, Sun Yat-sen University, Guangzhou, China",23.12911,113.264385
401,"Department of Chemistry, 153 Gilbert Hall, Oregon State University, Corvallis, Oregon, United States of America",44.5678804,-123.2766505
402,"Laboratoire de GÈnomique BiomÈdicale et OncogÈnÈtique, Institut Pasteur de Tunis, Tunis, Tunisia",36.8232054,10.1789051
403,"Department of Medical Sciences, University of Trieste, Trieste, Italy",45.6585478,13.7932365
404,"Institute of Genetics, Vetsuisse Faculty, University of Bern, Bern, Switzerland",46.9504896,7.438119
405,"Community Cyberinfrastructure for Marine Microbial Ecology Research and Analysis, California Institute for Telecommunications and Information Technology, University of California San Diego, La Jolla, California, United States of America",32.8826247,-117.2345811
406,"Institute of Medical Informatics and Statistics, Kiel University, Kiel, Germany",54.3460549,10.1147022
407,"Institute of Medical Informatics and Statistics, Kiel University, Kiel, Germany",54.3460549,10.1147022
408,"Department of Otolaryngology-Head and Neck Surgery, the First Hospital of Jilin University, Changchun, Jilin Province, China",43.817071,125.323544
409,"New York State Institute for Basic Research in Developmental Disabilities, Staten Island, New York, United States of America",40.5976369,-74.1421854
410,"Department of Biology, Faculty of Medicine, Masaryk University, Brno, Czech Republic",49.1770795,16.5694376
411,"Department of Biology, Faculty of Medicine, Masaryk University, Brno, Czech Republic",49.1770795,16.5694376
412,"Auburn University, Harrison School of Pharmacy, Department of Drug Discovery and Development, Auburn, Alabama, United States of America",32.6044542,-85.4879879
413,"Institute of Cancer, Medical Oncology Centre, Barts and The London, School Of Medicine, London, United Kingdom",51.516567,-0.061448
414,"Multidrug-Resistant Organism Surveillance Network and Repository, Walter Reed Army Institute of Research, Silver Spring, Maryland, United States of America",39.0056247,-77.0531111
415,"Program in Biochemistry, Cellular and Molecular Biology, Johns Hopkins School of Medicine, Baltimore, Maryland, United States of America",39.2979715,-76.5904827
416,"Program in Biochemistry, Cellular and Molecular Biology, Johns Hopkins School of Medicine, Baltimore, Maryland, United States of America",39.2979715,-76.5904827
417,"Department of Pathology, Yong Loo Lin School of Medicine, National University of Singapore, Singapore",1.295892,103.781638
418,"Department of Forensic Genetics and Forensic Toxicology, National Board of Forensic Medicine, Linkˆping, Sweden",58.410807,15.6213728
419,"Division of DNA Repair and Genome Stability, Department of Radiation Oncology, Dana-Farber Cancer Institute, Harvard Medical School, Boston, Massachusetts, United States of America",42.3375671,-71.1081453
420,"Department of Marine Biology and Oceanography, Institut de CiËncies del Mar (CSIC), Barcelona, Catalonia, Spain",41.3851743,2.1960557
421,"Stein Eye Institute and Department of Ophthalmology, David Geffen School of Medicine, UCLA, Los Angeles, CA, United States of America",34.0653176,-118.4446039
422,"Institute of Plant and Microbial Biology, Academia Sinica, Nankang, Taipei 11529, Taiwan",25.0425465,121.6152512
423,"Division of Medical Sciences, National Cancer Centre Singapore, Singapore, Singapore",1.2793048,103.8365762
424,"Institute for Infectious Diseases and Vaccine Development, Tongji University School of Medicine, Shanghai, China",31.2627211,121.4598975
425,"UCL Genomics, University College London, London, United Kingdom",51.5245592,-0.1340401
426,"Department of Pediatrics, The University of Iowa, Iowa City, IA, United States of America",41.6591301,-91.5477175
427,"Department of Development, GENEWIZ LLC, 115 Corporate Blvd., South Plainfield, NJ, 07080, United States of America",40.54733,-74.419938
428,"Bristol Genetic Epidemiology Laboratories (BGEL), University of Bristol, Oakfield House, Oakfield Grove, Bristol, BS8 2BN, United Kingdom",51.4584172,-2.6029792
429,"Department of Agricultural and Food Sciences, Division of Animal Sciences, University of Bologna, Viale Fanin 46, 40127, Bologna, Italy",44.5135249,11.4066697
430,"Lewis-Sigler Institute for Integrative Genomics, Princeton University, Princeton, New Jersey, United States of America",40.3444429,-74.6533093
431,"Keygene N.V., Wageningen, The Netherlands",51.9766096,5.645791
432,"MOE Key Laboratory of Aquatic Product Safety/State Key Laboratory for Biocontrol, School of Life Sciences, Sun Yat-sen University, Guangzhou, Peopleís Republic of China",23.0965384,113.298883
433,"Department of Laboratory Medicine, Linkou Chang Gung Memorial Hospital, Taoyuan, Taiwan",25.061085,121.367572
434,"Human Biology Division, Fred Hutchinson Cancer Research Center, Seattle, Washington, United States of America",47.6272634,-122.3314858
435,"Human Biology Division, Fred Hutchinson Cancer Research Center, Seattle, Washington, United States of America",47.6272634,-122.3314858
436,"College of Life Science, Shenzhen Key Laboratory of Microbial Genetic Engineering, Shenzhen University, Shenzhen, China",22.53306,113.932813
437,"Breakthrough Breast Cancer Research Centre, The Institute of Cancer Research, London, United Kingdom",51.34467,-0.189075
438,"Department of Human Genetics, Leiden University Medical Centre, Leiden, The Netherlands",52.1677096,4.4774736
439,"Life Science Research Laboratory, Tosoh Corporation, Kanagawa, Japan",35.4827827,139.6146102
440,"Department of Neurology, Peking University First Hospital, Beijing, China",39.931765,116.380416
441,"AstraZeneca Asian and Emerging market iMed, Zhangjiang Hi-Tech Park, Shanghai, P. R. China",31.190315,121.588315
442,"Oncogenomics Section, Pediatric Oncology Branch, Advanced Technology Center, National Cancer Institute, Bethesda, Maryland, United States of America",39.003235,-77.0977669
443,"Max Planck Institute for Developmental Biology, T¸bingen, Germany",48.5366027,9.0576418
444,"Max Planck Institute for Developmental Biology, T¸bingen, Germany",48.5366027,9.0576418
445,"Joint Shantou International Eye Center, Shantou University & the Chinese University of Hong Kong, Shantou, China",23.39488,116.718521
446,"Joint Shantou International Eye Center, Shantou University & the Chinese University of Hong Kong, Shantou, China",23.39488,116.718521
447,"Institute of Plant Nutrition, Leibniz Universitaet Hannover, Hannover, Germany",52.3829641,9.7196989
448,"National Center for Clinical Laboratories, Beijing Hospital, Beijing 100730, P R China",39.9159426,116.4335984
449,"Carnegie Institution for Science, Department of Embryology, Baltimore, Maryland, United States of America",39.3309508,-76.6249441
450,"Carnegie Institution for Science, Department of Embryology, Baltimore, Maryland, United States of America",39.3309508,-76.6249441
451,"International Center for Diarrheal Disease Research, Dhaka, Bangladesh",23.7764022,90.4000333
452,"Department of Breast Surgery, The Third Affiliated Hospital of Harbin Medical University, Harbin, Heilongjiang, China",45.7003851,126.6202132
453,"Georgia Health Sciences University Cancer Center, Georgia Health Sciences University, Augusta, Georgia, United States of America",33.4684268,-81.9858597
454,"Human Cancer Genetics Program and Department of Molecular Virology, Immunology and Medical Genetics, Ohio State University Wexner Medical Center and Comprehensive Cancer Center, the Ohio State University, Columbus, Ohio, United States of America",39.9953537,-83.0190743
455,"University Childrenís Hospital Bern, Freiburgstrasse 31, Bern, Switzerland",46.947341,7.424962
456,"Department of Otolaryngology, Xiangya Hospital, Central South University, Changsha, Hunan, China",28.228209,112.938814
457,"Department of Chemistry and Biochemistry, Molecular Biosciences Research Group, Texas State University, San Marcos, Texas, United States of America",29.8896192,-97.9394688
458,"Department of Canine Genetics Research, Centre for Preventive Medicine, Animal Health Trust, Newmarket, Suffolk, United Kingdom",52.2697357,0.4839284
459,"Department of Pathology, School of Medicine, University of Virginia, Charlottesville, Virginia, United States of America",38.0335529,-78.5079772
460,"Department of Pathology, School of Medicine, University of Virginia, Charlottesville, Virginia, United States of America",38.0335529,-78.5079772
461,"Scripps Institution of Oceanography, University of California San Diego, La Jolla, California, United States of America",32.8681401,-117.2503233
462,"Department of Biosciences, Faculty of Science, COMSATS Institute of Information Technology, Islamabad, Pakistan",33.6518263,73.1565933
463,"Department of Otorhinolaryngology, Shinshu University School of Medicine, Matsumoto, Japan",36.2500026,137.9788675
464,"National Center for Clinical Laboratories, Beijing Hospital, Beijing 100730, P R China",39.9159426,116.4335984
465,"Division of Medical Genetics, Department of Biomedical Sciences and Human Oncology (DIMO), University of Bari ëAldo Moroí, Bari, Italy",41.1205546,16.8684745
466,"National Human Genome Research Institute, National Institutes of Health, Bethesda, Maryland, United States of America",39.003571,-77.101331
467,"National Human Genome Research Institute, National Institutes of Health, Bethesda, Maryland, United States of America",39.003571,-77.101331
468,"Department of Entomology, Purdue University, West Lafayette, Indiana, United States of America",40.4233928,-86.9168376
469,"Courant Institute of Mathematical Sciences, New York University, New York, New York, United States of America",40.7286679,-73.9956593
470,"Tumour Immunogenetics Group, Cancer Sciences Unit, Faculty of Medicine, University of Southampton, Southampton, United Kingdom",50.9365797,-1.3960169
471,"Department of Pathology, School of Basic Medical Sciences, Peking University Health Science Center, Beijing, China",39.986913,116.3058739
472,"Department of Surgery, Weill Cornell Medical College, New York, New York, United States of America",40.760765,-73.960226
473,"Department of Surgery, Weill Cornell Medical College, New York, New York, United States of America",40.760765,-73.960226
474,"Department of Dermatology, Allergology and Venerology, University of Luebeck, Luebeck, Germany",53.837269,10.7057049
475,"Department of Genetics, Instituto de InvestigaciÛn SanitariañFundaciÛn Jimenez Diaz University Hospital-Universidad AutÛnoma de Madrid (IIS-FJD, UAM), Madrid, Spain",40.4392592,-3.7183781
476,"Department of Ophthalmology, Leiden University Medical Center, Leiden, The Netherlands",52.1677096,4.4774736
477,"Department of Biology, Utah Valley University, Orem, Utah, United States of America",40.2788306,-111.7151968
478,"Department of Mathematics and Informatics, University of Udine, Udine, Italy",46.0810723,13.2119474
479,"Department of Evolutionary Biology, Evolutionary Biology Centre, Uppsala University, Uppsala, Sweden",59.8496582,17.6239689
