doi,journal,publisher,author1,affiliation,title,abstract,topic,Year
10.1371/journal.pone.0175739,PLOS ONE,Public Library of Science,"O'Hara, Casey C.","National Center for Ecological Analysis and Synthesis, University of California, Santa Barbara, CA, United States of America",Aligning marine species range data to better serve science and conservation,"Species distribution data provide the foundation for a wide range of ecological research studies and conservation management decisions. Two major efforts to provide marine species distributions at a global scale are the International Union for Conservation of Nature (IUCN), which provides expert-generated range maps that outline the complete extent of a species' distribution; and AquaMaps, which provides model-generated species distribution maps that predict areas occupied by the species. Together these databases represent 24,586 species (93.1% within AquaMaps, 16.4% within IUCN), with only 2,330 shared species. Differences in intent and methodology can result in very different predictions of species distributions, which bear important implications for scientists and decision makers who rely upon these datasets when conducting research or informing conservation policy and management actions. Comparing distributions for the small subset of species with maps in both datasets, we found that AquaMaps and IUCN range maps show strong agreement for many well-studied species, but our analysis highlights several key examples in which introduced errors drive differences in predicted species ranges. In particular, we find that IUCN maps greatly overpredict coral presence into unsuitably deep waters, and we show that some AquaMaps computer-generated default maps (only 5.7% of which have been reviewed by experts) can produce odd discontinuities at the extremes of a species’ predicted range. We illustrate the scientific and management implications of these tradeoffs by repeating a global analysis of gaps in coverage of marine protected areas, and find significantly different results depending on how the two datasets are used. By highlighting tradeoffs between the two datasets, we hope to encourage increased collaboration between taxa experts and large scale species distribution modeling efforts to further improve these foundational datasets, helping to better inform science and policy recommendations around understanding, managing, and protecting marine biodiversity.",global alignment,2017
10.1371/journal.ppat.0030034,PLoS Pathogens,Public Library of Science,"Barry, Alyssa E","Peter Medawar Building for Pathogen Research, University of Oxford, Oxford, United Kingdom",Population Genomics of the Immune Evasion (var) Genes of Plasmodium falciparum,"Var genes encode the major surface antigen (PfEMP1) of the blood stages of the human malaria parasite Plasmodium falciparum. Differential expression of up to 60 diverse var genes in each parasite genome underlies immune evasion. We compared the diversity of the DBLα domain of var genes sampled from 30 parasite isolates from a malaria endemic area of Papua New Guinea (PNG) and 59 from widespread geographic origins (global). Overall, we obtained over 8,000 quality-controlled DBLα sequences. Within our sampling frame, the global population had a total of 895 distinct DBLα “types” and negligible overlap among repertoires. This indicated that var gene diversity on a global scale is so immense that many genomes would need to be sequenced to capture its true extent. In contrast, we found a much lower diversity in PNG of 185 DBLα types, with an average of approximately 7% overlap among repertoires. While we identify marked geographic structuring, nearly 40% of types identified in PNG were also found in samples from different countries showing a cosmopolitan distribution for much of the diversity. We also present evidence to suggest that recombination plays a key role in maintaining the unprecedented levels of polymorphism found in these immune evasion genes. This population genomic framework provides a cost effective molecular epidemiological tool to rapidly explore the geographic diversity of var genes.",global alignment,2007
10.1371/journal.ppat.0030034,PLoS Pathogens,Public Library of Science,"Barry, Alyssa E","Peter Medawar Building for Pathogen Research, University of Oxford, Oxford, United Kingdom",Population Genomics of the Immune Evasion (var) Genes of Plasmodium falciparum,"Author SummaryMalaria parasites live in red blood cells of the human host for part of the life cycle, during which a family of diverse antigens known as PfEMP1 are placed on the surface. PfEMP1 variants switch by sequential expression of up to 60 var genes. This allows the parasite to evade immune detection within an individual host, enhancing its chances to be transmitted to the mosquito vector in situations where mosquitoes are seasonally available. Methods to rapidly assess var gene diversity in parasite populations are needed to measure antigenic diversity and define relationships with malaria transmission. Using a specialized framework, we completed the first systematic sampling of var genes from parasite genomes obtained from the same (Papua New Guinea [PNG]) and different (global) populations. Globally, there was no limit to the number of var genes because parasites rarely shared var genes. In PNG, var gene numbers were restricted due to high levels of sharing, and most were only found in that population. Recombination was important to the evolution of var genes in PNG. The data suggest there are distinct var genes in different populations, which may have consequences for the spread of malarial disease from one geographic area to another.",global alignment,2007
10.1371/journal.pone.0067995,PLoS ONE,Public Library of Science,"Sahraeian, Sayed Mohammad Ebrahim","Department of Plant and Microbial Biology, University of California, Berkely, California, United States of America",SMETANA: Accurate and Scalable Algorithm for Probabilistic Alignment of Large-Scale Biological Networks,"In this paper we introduce an efficient algorithm for alignment of multiple large-scale biological networks. In this scheme, we first compute a probabilistic similarity measure between nodes that belong to different networks using a semi-Markov random walk model. The estimated probabilities are further enhanced by incorporating the local and the cross-species network similarity information through the use of two different types of probabilistic consistency transformations. The transformed alignment probabilities are used to predict the alignment of multiple networks based on a greedy approach. We demonstrate that the proposed algorithm, called SMETANA, outperforms many state-of-the-art network alignment techniques, in terms of computational efficiency, alignment accuracy, and scalability. Our experiments show that SMETANA can easily align tens of genome-scale networks with thousands of nodes on a personal computer without any difficulty. The source code of SMETANA is available upon request. The source code of SMETANA can be downloaded from http://www.ece.tamu.edu/~bjyoon/SMETANA/.",global alignment,2013
10.1371/journal.pcbi.1003515,PLoS Computational Biology,Public Library of Science,"Töpfer, Armin","Department of Biosystems Science and Engineering, ETH Zurich, Basel, Switzerland",Viral Quasispecies Assembly via Maximal Clique Enumeration,"Virus populations can display high genetic diversity within individual hosts. The intra-host collection of viral haplotypes, called viral quasispecies, is an important determinant of virulence, pathogenesis, and treatment outcome. We present HaploClique, a computational approach to reconstruct the structure of a viral quasispecies from next-generation sequencing data as obtained from bulk sequencing of mixed virus samples. We develop a statistical model for paired-end reads accounting for mutations, insertions, and deletions. Using an iterative maximal clique enumeration approach, read pairs are assembled into haplotypes of increasing length, eventually enabling global haplotype assembly. The performance of our quasispecies assembly method is assessed on simulated data for varying population characteristics and sequencing technology parameters. Owing to its paired-end handling, HaploClique compares favorably to state-of-the-art haplotype inference methods. It can reconstruct error-free full-length haplotypes from low coverage samples and detect large insertions and deletions at low frequencies. We applied HaploClique to sequencing data derived from a clinical hepatitis C virus population of an infected patient and discovered a novel deletion of length 357±167 bp that was validated by two independent long-read sequencing experiments. HaploClique is available at https://github.com/armintoepfer/haploclique. A summary of this paper appears in the proceedings of the RECOMB 2014 conference, April 2-5.",global alignment,2014
10.1371/journal.pcbi.1003515,PLoS Computational Biology,Public Library of Science,"Töpfer, Armin","Department of Biosystems Science and Engineering, ETH Zurich, Basel, Switzerland",Viral Quasispecies Assembly via Maximal Clique Enumeration,"Author SummaryHumans infected with a virus, such as the human immunodeficiency virus (HIV-1) or hepatitis C virus (HCV), host a population of billions of virus particles. Among these, there is an unknown number of genetically different strains, some of which can harbor drug resistance and immune escape mutations. It is of clinical importance to know the DNA sequences and abundances of these variants, as they can affect treatment outcome. Here, we present HaploClique, a computational approach to reconstruct these sequences and to predict large insertions and deletions from paired-end next-generation sequencing data. Using simulations, we demonstrate that HaploClique can reconstruct full-length HIV-1 variants from low-coverage samples. Using real-world clinical data, we predict a novel deletion of 357±167 bp in a HCV patient sample that has been validated by two independent long-read sequencing experiments.",global alignment,2014
10.1371/journal.pcbi.1000485,PLoS Computational Biology,Public Library of Science,"Redfern, Oliver C.","Research Department of Structural and Molecular Biology, University College London, London, United Kingdom",FLORA: A Novel Method to Predict Protein Function from Structure in Diverse Superfamilies,"Predicting protein function from structure remains an active area of interest, particularly for the structural genomics initiatives where a substantial number of structures are initially solved with little or no functional characterisation. Although global structure comparison methods can be used to transfer functional annotations, the relationship between fold and function is complex, particularly in functionally diverse superfamilies that have evolved through different secondary structure embellishments to a common structural core. The majority of prediction algorithms employ local templates built on known or predicted functional residues. Here, we present a novel method (FLORA) that automatically generates structural motifs associated with different functional sub-families (FSGs) within functionally diverse domain superfamilies. Templates are created purely on the basis of their specificity for a given FSG, and the method makes no prior prediction of functional sites, nor assumes specific physico-chemical properties of residues. FLORA is able to accurately discriminate between homologous domains with different functions and substantially outperforms (a 2–3 fold increase in coverage at low error rates) popular structure comparison methods and a leading function prediction method. We benchmark FLORA on a large data set of enzyme superfamilies from all three major protein classes (α, β, αβ) and demonstrate the functional relevance of the motifs it identifies. We also provide novel predictions of enzymatic activity for a large number of structures solved by the Protein Structure Initiative. Overall, we show that FLORA is able to effectively detect functionally similar protein domain structures by purely using patterns of structural conservation of all residues.",global alignment,2009
10.1371/journal.pcbi.1000485,PLoS Computational Biology,Public Library of Science,"Redfern, Oliver C.","Research Department of Structural and Molecular Biology, University College London, London, United Kingdom",FLORA: A Novel Method to Predict Protein Function from Structure in Diverse Superfamilies,"Author SummaryUnderstanding how the three-dimensional (3D) molecular structure of proteins influences their function can provide insights into the workings of biological systems. Structural Genomics Initiatives have been set up to investigate these structures on a large scale and make the data available to the wider biological research community. However, in a significant number of cases, there is little known about the functions of the structures that are solved. To address this, computational methods can be used as a predictive tool to guide future experimental investigations. One such approach is to exploit global structural comparison to assign the protein in question to an evolutionary family, which has already been functionally characterised. However, this is problematic in some large evolutionary families, which contain a number of different functional sub-families. We have developed a new method (FLORA) which is able to calculate 3D “motifs” which are specific to each of these sub-families. Any new protein structure can then be compared against these motifs to make a more accurate prediction of its function. Our paper shows that FLORA substantially outperforms other standard approaches for predicting function from structure. We use our method to make confident functional predictions for a set of proteins solved by the structural genomics projects, which could not have been assigned reliably by global structure comparison.",global alignment,2009
10.1371/journal.pone.0037493,PLoS ONE,Public Library of Science,"Shah, Shweta B.","Department of Chemical Engineering, Carnegie Mellon University, Pittsburgh, Pennsylvania, United States of America",SAS-Pro: Simultaneous Residue Assignment and Structure Superposition for Protein Structure Alignment,"Protein structure alignment is the problem of determining an assignment between the amino-acid residues of two given proteins in a way that maximizes a measure of similarity between the two superimposed protein structures. By identifying geometric similarities, structure alignment algorithms provide critical insights into protein functional similarities. Existing structure alignment tools adopt a two-stage approach to structure alignment by decoupling and iterating between the assignment evaluation and structure superposition problems. We introduce a novel approach, SAS-Pro, which addresses the assignment evaluation and structure superposition simultaneously by formulating the alignment problem as a single bilevel optimization problem. The new formulation does not require the sequentiality constraints, thus generalizing the scope of the alignment methodology to include non-sequential protein alignments. We employ derivative-free optimization methodologies for searching for the global optimum of the highly nonlinear and non-differentiable RMSD function encountered in the proposed model. Alignments obtained with SAS-Pro have better RMSD values and larger lengths than those obtained from other alignment tools. For non-sequential alignment problems, SAS-Pro leads to alignments with high degree of similarity with known reference alignments. The source code of SAS-Pro is available for download at http://eudoxus.cheme.cmu.edu/saspro/SAS-Pro.html.",global alignment,2012
10.1371/journal.pone.0122543,PLOS ONE,Public Library of Science,"State, Bogdan","Stanford University, Stanford, California, United States of America",The Mesh of Civilizations in the Global Network of Digital Communication,"Conflicts fueled by popular religious mobilization have rekindled the controversy surrounding Samuel Huntington’s theory of changing international alignments in the Post-Cold War era. In The Clash of Civilizations, Huntington challenged Fukuyama’s “end of history” thesis that liberal democracy had emerged victorious out of Post-war ideological and economic rivalries. Based on a top-down analysis of the alignments of nation states, Huntington famously concluded that the axes of international geo-political conflicts had reverted to the ancient cultural divisions that had characterized most of human history. Until recently, however, the debate has had to rely more on polemics than empirical evidence. Moreover, Huntington made this prediction in 1993, before social media connected the world’s population. Do digital communications attenuate or echo the cultural, religious, and ethnic “fault lines” posited by Huntington prior to the global diffusion of social media? We revisit Huntington's thesis using hundreds of millions of anonymized email and Twitter communications among tens of millions of worldwide users to map the global alignment of interpersonal relations. Contrary to the supposedly borderless world of cyberspace, a bottom-up analysis confirms the persistence of the eight culturally differentiated civilizations posited by Huntington, with the divisions corresponding to differences in language, religion, economic development, and spatial distance.",global alignment,2015
10.1371/journal.pcbi.1004466,PLOS Computational Biology,Public Library of Science,"Edwards, Hannah","Department of Statistics, University of Oxford, Oxford, United Kingdom",Structural Bridges through Fold Space,"Several protein structure classification schemes exist that partition the protein universe into structural units called folds. Yet these schemes do not discuss how these units sit relative to each other in a global structure space. In this paper we construct networks that describe such global relationships between folds in the form of structural bridges. We generate these networks using four different structural alignment methods across multiple score thresholds. The networks constructed using the different methods remain a similar distance apart regardless of the probability threshold defining a structural bridge. This suggests that at least some structural bridges are method specific and that any attempt to build a picture of structural space should not be reliant on a single structural superposition method. Despite these differences all representations agree on an organisation of fold space into five principal community structures: all-α, all-β sandwiches, all-β barrels, α/β and α + β. We project estimated fold ages onto the networks and find that not only are the pairings of unconnected folds associated with higher age differences than bridged folds, but this difference increases with the number of networks displaying an edge. We also examine different centrality measures for folds within the networks and how these relate to fold age. While these measures interpret the central core of fold space in varied ways they all identify the disposition of ancestral folds to fall within this core and that of the more recently evolved structures to provide the peripheral landscape. These findings suggest that evolutionary information is encoded along these structural bridges. Finally, we identify four highly central pivotal folds representing dominant topological features which act as key attractors within our landscapes.",global alignment,2015
10.1371/journal.pcbi.1004466,PLOS Computational Biology,Public Library of Science,"Edwards, Hannah","Department of Statistics, University of Oxford, Oxford, United Kingdom",Structural Bridges through Fold Space,"Author SummaryFolds are considered to be the structural units which make up the protein universe. Structural classification schemes focus on the assignment and organisation of protein domains into folds. However, they do not suggest how different folds might relate to one another in a global way. We introduce the concept of bridges through fold space: significant similarities between these units. We consider four alignment methods and a dynamic approach to placing these bridges. A greater consensus between these methods cannot be achieved by simply increasing the stringency with which edges are assigned. Instead, we emphasise the importance of considering consensus maps and only report results where there is agreement across all networks. It is possible that a study of the bridges may reveal evolutionary relationships. Based on a phylogenetic analysis of structures, we find that bridges consistently fall between folds which evolved at similar times. Moreover, the landscapes all consist of a core of older folds, with younger structures more often seen at the periphery. Finally we identify four pivotal folds in the landscapes. They contain topological motifs which unite disparate regions of fold space.",global alignment,2015
10.1371/journal.pone.0047216,NA,Public Library of Science,"Ng, Keng-Hoong","Faculty of Computing and Informatics, Multimedia University, Cyberjaya, Malaysia",A Hybrid Distance Measure for Clustering Expressed Sequence Tags Originating from the Same Gene Family,"BackgroundClustering is a key step in the processing of Expressed Sequence Tags (ESTs). The primary goal of clustering is to put ESTs from the same transcript of a single gene into a unique cluster. Recent EST clustering algorithms mostly adopt the alignment-free distance measures, where they tend to yield acceptable clustering accuracies with reasonable computational time. Despite the fact that these clustering methods work satisfactorily on a majority of the EST datasets, they have a common weakness. They are prone to deliver unsatisfactory clustering results when dealing with ESTs from the genes derived from the same family. The root cause is the distance measures applied on them are not sensitive enough to separate these closely related genes.Methodology/Principal FindingsWe propose a hybrid distance measure that combines the global and local features extracted from ESTs, with the aim to address the clustering problem faced by ESTs derived from the same gene family. The clustering process is implemented using the DBSCAN algorithm. We test the hybrid distance measure on the ten EST datasets, and the clustering results are compared with the two alignment-free EST clustering tools, i.e. wcd and PEACE. The clustering results indicate that the proposed hybrid distance measure performs relatively better (in terms of clustering accuracy) than both EST clustering tools.Conclusions/SignificanceThe clustering results provide support for the effectiveness of the proposed hybrid distance measure in solving the clustering problem for ESTs that originate from the same gene family. The improvement of clustering accuracies on the experimental datasets has supported the claim that the sensitivity of the hybrid distance measure is sufficient to solve the clustering problem.",global alignment,2012
