doi,journal,publisher,author1,affiliation,title,abstract,topic,Year
10.1371/journal.pone.0042887,NA,Public Library of Science,"Sun, Zheng","State Key Laboratory of Genetic Engineering, Institute of Biostatistics, School of Life Sciences, Fudan University, Shanghai, China",SAP—A Sequence Mapping and Analyzing Program for Long Sequence Reads Alignment and Accurate Variants Discovery,"The third-generation of sequencing technologies produces sequence reads of 1000 bp or more that may contain high polymorphism information. However, most currently available sequence analysis tools are developed specifically for analyzing short sequence reads. While the traditional Smith-Waterman (SW) algorithm can be used to map long sequence reads, its naive implementation is computationally infeasible. We have developed a new Sequence mapping and Analyzing Program (SAP) that implements a modified version of SW to speed up the alignment process. In benchmarks with simulated and real exon sequencing data and a real E. coli genome sequence data generated by the third-generation sequencing technologies, SAP outperforms currently available tools for mapping short and long sequence reads in both speed and proportion of captured reads. In addition, it achieves high accuracy in detecting SNPs and InDels in the simulated data. SAP is available at https://github.com/davidsun/SAP.",long read sequencing,2012
10.1371/journal.pone.0094650,PLoS ONE,Public Library of Science,"Thomas, Sean","The Gladstone Institutes, San Francisco, California, United States of America",Long-Read Sequencing of Chicken Transcripts and Identification of New Transcript Isoforms,"The chicken has long served as an important model organism in many fields, and continues to aid our understanding of animal development. Functional genomics studies aimed at probing the mechanisms that regulate development require high-quality genomes and transcript annotations. The quality of these resources has improved dramatically over the last several years, but many isoforms and genes have yet to be identified. We hope to contribute to the process of improving these resources with the data presented here: a set of long cDNA sequencing reads, and a curated set of new genes and transcript isoforms not currently represented in the most up-to-date genome annotation currently available to the community of researchers who rely on the chicken genome.",long read sequencing,2014
10.1371/journal.pcbi.1000432,PLoS Computational Biology,Public Library of Science,"Du, Jiang","Department of Computer Science, Yale University, New Haven, Connecticut, United States of America",Integrating Sequencing Technologies in Personal Genomics: Optimal Low Cost Reconstruction of Structural Variants,"The goal of human genome re-sequencing is obtaining an accurate assembly of an individual's genome. Recently, there has been great excitement in the development of many technologies for this (e.g. medium and short read sequencing from companies such as 454 and SOLiD, and high-density oligo-arrays from Affymetrix and NimbelGen), with even more expected to appear. The costs and sensitivities of these technologies differ considerably from each other. As an important goal of personal genomics is to reduce the cost of re-sequencing to an affordable point, it is worthwhile to consider optimally integrating technologies. Here, we build a simulation toolbox that will help us optimally combine different technologies for genome re-sequencing, especially in reconstructing large structural variants (SVs). SV reconstruction is considered the most challenging step in human genome re-sequencing. (It is sometimes even harder than de novo assembly of small genomes because of the duplications and repetitive sequences in the human genome.) To this end, we formulate canonical problems that are representative of issues in reconstruction and are of small enough scale to be computationally tractable and simulatable. Using semi-realistic simulations, we show how we can combine different technologies to optimally solve the assembly at low cost. With mapability maps, our simulations efficiently handle the inhomogeneous repeat-containing structure of the human genome and the computational complexity of practical assembly algorithms. They quantitatively show how combining different read lengths is more cost-effective than using one length, how an optimal mixed sequencing strategy for reconstructing large novel SVs usually also gives accurate detection of SNPs/indels, how paired-end reads can improve reconstruction efficiency, and how adding in arrays is more efficient than just sequencing for disentangling some complex SVs. Our strategy should facilitate the sequencing of human genomes at maximum accuracy and low cost.",long read sequencing,2009
10.1371/journal.pcbi.1000432,PLoS Computational Biology,Public Library of Science,"Du, Jiang","Department of Computer Science, Yale University, New Haven, Connecticut, United States of America",Integrating Sequencing Technologies in Personal Genomics: Optimal Low Cost Reconstruction of Structural Variants,"Author SummaryIn recent years, the development of high throughput sequencing and array technologies has enabled the accurate re-sequencing of individual genomes, especially in identifying and reconstructing the variants in an individual's genome compared to a “reference”. The costs and sensitivities of these technologies differ considerably from each other, and even more technologies are expected to appear in the near future. To both reduce the total cost of re-sequencing to an affordable point and be adaptive to these constantly evolving bio-technologies, we propose to build a computationally efficient simulation framework that can help us optimize the combination of different technologies to perform low cost comparative genome re-sequencing, especially in reconstructing large structural variants, which is considered in many respects the most challenging step in genome re-sequencing. Our simulation results quantitatively show how much improvement one can gain in reconstructing large structural variants by integrating different technologies in optimal ways. We envision that in the future, more experimental technologies will be incorporated into this simulation framework and its results can provide informative guidelines for the actual experimental design to achieve optimal genome re-sequencing output at low costs.",long read sequencing,2009
10.1371/journal.pone.0108095,PLoS ONE,Public Library of Science,"Cho, Hyunghoon","Department of Computer Science, Stanford University, Stanford, California, United States of America",High-Resolution Transcriptome Analysis with Long-Read RNA Sequencing,"RNA sequencing (RNA-seq) enables characterization and quantification of individual transcriptomes as well as detection of patterns of allelic expression and alternative splicing. Current RNA-seq protocols depend on high-throughput short-read sequencing of cDNA. However, as ongoing advances are rapidly yielding increasing read lengths, a technical hurdle remains in identifying the degree to which differences in read length influence various transcriptome analyses. In this study, we generated two paired-end RNA-seq datasets of differing read lengths (2×75 bp and 2×262 bp) for lymphoblastoid cell line GM12878 and compared the effect of read length on transcriptome analyses, including read-mapping performance, gene and transcript quantification, and detection of allele-specific expression (ASE) and allele-specific alternative splicing (ASAS) patterns. Our results indicate that, while the current long-read protocol is considerably more expensive than short-read sequencing, there are important benefits that can only be achieved with longer read length, including lower mapping bias and reduced ambiguity in assigning reads to genomic elements, such as mRNA transcript. We show that these benefits ultimately lead to improved detection of cis-acting regulatory and splicing variation effects within individuals.",long read sequencing,2014
10.1371/journal.pone.0216885,PLOS ONE,Public Library of Science,"Kammonen, Juhana I.","DNA Sequencing and Genomics Laboratory, Institute of Biotechnology, University of Helsinki, Helsinki, Finland",gapFinisher: A reliable gap filling pipeline for SSPACE-LongRead scaffolder output,"Unknown sequences, or gaps, are present in many published genomes across public databases. Gap filling is an important finishing step in de novo genome assembly, especially in large genomes. The gap filling problem is nontrivial and while there are many computational tools partially solving the problem, several have shortcomings as to the reliability and correctness of the output, i.e. the gap filled draft genome. SSPACE-LongRead is a scaffolding tool that utilizes long reads from multiple third-generation sequencing platforms in finding links between contigs and combining them. The long reads potentially contain sequence information to fill the gaps created in the scaffolding, but SSPACE-LongRead currently lacks this functionality. We present an automated pipeline called gapFinisher to process SSPACE-LongRead output to fill gaps after the scaffolding. gapFinisher is based on the controlled use of a previously published gap filling tool FGAP and works on all standard Linux/UNIX command lines. We compare the performance of gapFinisher against two other published gap filling tools PBJelly and GMcloser. We conclude that gapFinisher can fill gaps in draft genomes quickly and reliably. In addition, the serial design of gapFinisher makes it scale well from prokaryote genomes to larger genomes with no increase in the computational footprint.",long read sequencing,2019
10.1371/journal.pcbi.1006994,PLOS Computational Biology,Public Library of Science,"Ghurye, Jay","Department of Computer Science and Center for Bioinformatics and Computational Biology, University of Maryland, College Park, Maryland, United States of America",Modern technologies and algorithms for scaffolding assembled genomes,"The computational reconstruction of genome sequences from shotgun sequencing data has been greatly simplified by the advent of sequencing technologies that generate long reads. In the case of relatively small genomes (e.g., bacterial or viral), complete genome sequences can frequently be reconstructed computationally without the need for further experiments. However, large and complex genomes, such as those of most animals and plants, continue to pose significant challenges. In such genomes, assembly software produces incomplete and fragmented reconstructions that require additional experimentally derived information and manual intervention in order to reconstruct individual chromosome arms. Recent technologies originally designed to capture chromatin structure have been shown to effectively complement sequencing data, leading to much more contiguous reconstructions of genomes than previously possible. Here, we survey these technologies and the algorithms used to assemble and analyze large eukaryotic genomes, placed within the historical context of genome scaffolding technologies that have been in existence since the dawn of the genomic era.",long read sequencing,NA
10.1371/journal.pone.0018561,PLoS ONE,Public Library of Science,"Etter, Paul D.","Institute of Molecular Biology, University of
                    Oregon, Eugene, Oregon, United States of America","Local De Novo Assembly of RAD Paired-End Contigs
                    Using Short Sequencing Reads","Despite the power of massively parallel sequencing platforms, a drawback is the
                    short length of the sequence reads produced. We demonstrate that short reads can
                    be locally assembled into longer contigs using
                        paired-end sequencing of
                        restriction-site associated
                        DNA (RAD-PE) fragments. We use this RAD-PE contig
                    approach to identify single
                    nucleotide polymorphisms (SNPs)
                    and determine haplotype structure in threespine stickleback and to sequence
                        E. coli and stickleback genomic DNA with overlapping
                    contigs of several hundred nucleotides. We also demonstrate that adding a
                    circularization step allows the local assembly of contigs up to 5 kilobases (kb)
                    in length. The ease of assembly and accuracy of the individual contigs produced
                    from each RAD site sequence suggests RAD-PE sequencing is a useful way to
                    convert genome-wide short reads into individually-assembled sequences hundreds
                    or thousands of nucleotides long.",long read sequencing,2011
10.1371/journal.pone.0184608,PLOS ONE,Public Library of Science,"Walve, Riku","Helsinki Institute for Information Technology HIIT, Department of Computer Science, University of Helsinki, Helsinki, Finland",Variant genotyping with gap filling,"Although recent developments in DNA sequencing have allowed for great leaps in both the quality and quantity of genome assembly projects, de novo assemblies still lack the efficiency and accuracy required for studying genetic variation of individuals. Thus, efficient and accurate methods for calling and genotyping genetic variants are fundamental to studying the genomes of individuals. We study the problem of genotyping insertion variants. We assume that the location of the insertion is given, and the task is to find the insertion sequence. Insertions are the hardest structural variant to genotype, because the insertion sequence must be assembled from the reads, whereas genotyping other structural variants only requires transformations of the reference genome. The current methods for constructing insertion variants are mostly linked to variation calling methods and are only able to construct small insertions. A sub-problem in genome assembly, the gap filling problem, provides techniques that are readily applicable to insertion genotyping. Gap filling takes the context and length of a missing sequence in a genome assembly and attempts to assemble the intervening sequence. In this paper we show how tools and methods for gap filling can be used to assemble insertion variants by modeling the problem of insertion genotyping as filling gaps in the reference genome. We further give a general read filtering scheme to make the method scalable to large data sets. Our results show that gap filling methods are competitive against insertion genotyping tools. We further show that read filtering improves performance of insertion genotyping especially for long insertions. Our experiments show that on long insertions the new proposed method is the most accurate one, whereas on short insertions it has comparable performance as compared against existing tools.",long read sequencing,2017
10.1371/journal.pone.0120520,PLOS ONE,Public Library of Science,"Mitra, Abhishek","Department of Biochemistry and Molecular Biology, University of Texas Medical Branch at Galveston, 301 University Blvd, Galveston, TX, 77555, USA",Strategies for Achieving High Sequencing Accuracy for Low Diversity Samples and Avoiding Sample Bleeding Using Illumina Platform,"Sequencing microRNA, reduced representation sequencing, Hi-C technology and any method requiring the use of in-house barcodes result in sequencing libraries with low initial sequence diversity. Sequencing such data on the Illumina platform typically produces low quality data due to the limitations of the Illumina cluster calling algorithm. Moreover, even in the case of diverse samples, these limitations are causing substantial inaccuracies in multiplexed sample assignment (sample bleeding). Such inaccuracies are unacceptable in clinical applications, and in some other fields (e.g. detection of rare variants). Here, we discuss how both problems with quality of low-diversity samples and sample bleeding are caused by incorrect detection of clusters on the flowcell during initial sequencing cycles. We propose simple software modifications (Long Template Protocol) that overcome this problem. We present experimental results showing that our Long Template Protocol remarkably increases data quality for low diversity samples, as compared with the standard analysis protocol; it also substantially reduces sample bleeding for all samples. For comprehensiveness, we also discuss and compare experimental results from alternative approaches to sequencing low diversity samples. First, we discuss how the low diversity problem, if caused by barcodes, can be avoided altogether at the barcode design stage. Second and third, we present modified guidelines, which are more stringent than the manufacturer’s, for mixing low diversity samples with diverse samples and lowering cluster density, which in our experience consistently produces high quality data from low diversity samples. Fourth and fifth, we present rescue strategies that can be applied when sequencing results in low quality data and when there is no more biological material available. In such cases, we propose that the flowcell be re-hybridized and sequenced again using our Long Template Protocol. Alternatively, we discuss how analysis can be repeated from saved sequencing images using the Long Template Protocol to increase accuracy.",long read sequencing,2015
10.1371/journal.pone.0150719,PLOS ONE,Public Library of Science,"Chu, Chong","Department of Computer Science and Engineering, University of Connecticut, Storrs, CT 06269, United States of America",REPdenovo: Inferring De Novo Repeat Motifs from Short Sequence Reads,"Repeat elements are important components of eukaryotic genomes. One limitation in our understanding of repeat elements is that most analyses rely on reference genomes that are incomplete and often contain missing data in highly repetitive regions that are difficult to assemble. To overcome this problem we develop a new method, REPdenovo, which assembles repeat sequences directly from raw shotgun sequencing data. REPdenovo can construct various types of repeats that are highly repetitive and have low sequence divergence within copies. We show that REPdenovo is substantially better than existing methods both in terms of the number and the completeness of the repeat sequences that it recovers. The key advantage of REPdenovo is that it can reconstruct long repeats from sequence reads. We apply the method to human data and discover a number of potentially new repeats sequences that have been missed by previous repeat annotations. Many of these sequences are incorporated into various parasite genomes, possibly because the filtering process for host DNA involved in the sequencing of the parasite genomes failed to exclude the host derived repeat sequences. REPdenovo is a new powerful computational tool for annotating genomes and for addressing questions regarding the evolution of repeat families. The software tool, REPdenovo, is available for download at https://github.com/Reedwarbler/REPdenovo.",long read sequencing,2016
10.1371/journal.pone.0127799,PLOS ONE,Public Library of Science,"Rojas, Mark","Department of Pharmacology and Toxicology, University of Texas Medical Branch, Galveston, Texas, United States of America","Secondary Analysis of the NCI-60 Whole Exome Sequencing Data Indicates Significant Presence of Propionibacterium acnes Genomic Material in Leukemia (RPMI-8226) and Central Nervous System (SF-295, SF-539, and SNB-19) Cell Lines","The NCI-60 human tumor cell line panel has been used in a broad range of cancer research over the last two decades. A landmark 2013 whole exome sequencing study of this panel added an exceptional new resource for cancer biologists. The complementary analysis of the sequencing data produced by this study suggests the presence of Propionibacterium acnes genomic sequences in almost half of the datasets, with the highest abundance in the leukemia (RPMI-8226) and central nervous system (SF-295, SF-539, and SNB-19) cell lines. While the origin of these contaminating bacterial sequences remains to be determined, observed results suggest that computational control for the presence of microbial genomic material is a necessary step in the analysis of the high throughput sequencing (HTS) data.",long read sequencing,2015
10.1371/journal.pone.0194366,PLOS ONE,Public Library of Science,"Sauvage, Virginie","Institut National de la Transfusion Sanguine (INTS), Département D’études des Agents Transmissibles par le Sang, Centre National de Référence Risques Infectieux Transfusionnels, Paris, France",Early MinION™ nanopore single-molecule sequencing technology enables the characterization of hepatitis B virus genetic complexity in clinical samples,"Until recently, the method of choice to characterize viral diversity consisted in cloning PCR amplicons of full-length viral genomes and Sanger-sequencing of multiple clones. However, this is extremely laborious, time-consuming, and low-throughput. Next generation short-read sequencing appears also limited by its inability to directly sequence full-length viral genomes. The MinION™ device recently developed by Oxford Nanopore Technologies can be a promising alternative by applying long-read single-molecule sequencing directly to the overall amplified products generated in a PCR reaction. This new technology was evaluated by using hepatitis B virus (HBV) as a model. Several previously characterized HBV-infected clinical samples were investigated including recombinant virus, variants that harbored deletions and mixed population. Original MinION device was able to generate individual complete 3,200-nt HBV genome sequences and to identify recombinant variants. MinION was particularly efficient in detecting HBV genomes with multiple large in-frame deletions and spliced variants concomitantly with non-deleted parental genomes. However, an average-12% sequencing error rate per individual reads associated to a low throughput challenged single-nucleotide resolution, polymorphism calling and phasing mutations directly from the sequencing reads. Despite this high error rate, the pairwise identity of MinION HBV consensus genome was consistent with Sanger sequencing method. MinION being under continuous development, further studies are needed to evaluate its potential use for viral infection characterization.",long read sequencing,2018
