doi,journal,publisher,author1,affiliation,title,abstract,topic,Year
10.1371/journal.pgen.1003763,PLoS Genetics,Public Library of Science,"Hernando-Herraez, Irene","Institute of Evolutionary Biology (UPF-CSIC), PRBB, Barcelona, Spain",Dynamics of DNA Methylation in Recent Human and Great Ape Evolution,"DNA methylation is an epigenetic modification involved in regulatory processes such as cell differentiation during development, X-chromosome inactivation, genomic imprinting and susceptibility to complex disease. However, the dynamics of DNA methylation changes between humans and their closest relatives are still poorly understood. We performed a comparative analysis of CpG methylation patterns between 9 humans and 23 primate samples including all species of great apes (chimpanzee, bonobo, gorilla and orangutan) using Illumina Methylation450 bead arrays. Our analysis identified ∼800 genes with significantly altered methylation patterns among the great apes, including ∼170 genes with a methylation pattern unique to human. Some of these are known to be involved in developmental and neurological features, suggesting that epigenetic changes have been frequent during recent human and primate evolution. We identified a significant positive relationship between the rate of coding variation and alterations of methylation at the promoter level, indicative of co-occurrence between evolution of protein sequence and gene regulation. In contrast, and supporting the idea that many phenotypic differences between humans and great apes are not due to amino acid differences, our analysis also identified 184 genes that are perfectly conserved at protein level between human and chimpanzee, yet show significant epigenetic differences between these two species. We conclude that epigenetic alterations are an important force during primate evolution and have been under-explored in evolutionary comparative genomics.",epigenetics bioinformatics,2013
10.1371/journal.pone.0207250,PLOS ONE,Public Library of Science,"Caron, Maxime","CHU Sainte-Justine Research Center, Montreal, Quebec, Canada",Very long intergenic non-coding RNA transcripts and expression profiles are associated to specific childhood acute lymphoblastic leukemia subtypes,"Very long intergenic non-coding RNAs (vlincRNAs) are a novel class of long transcripts (~50 kb to 1 Mb) with cell type- or cancer-specific expression. We report the discovery and characterization of 256 vlincRNAs from a cohort of 64 primary childhood pre-B and pre-T acute lymphoblastic leukemia (cALL) samples, of which 61% are novel and specifically expressed in cALL. Validation was performed in 35 pre-B and pre-T cALL primary samples. We show that their expression is cALL immunophenotype and molecular subtype-specific and correlated with epigenetic modifications on their promoters, much like protein-coding genes. While the biological functions of these vlincRNAs are still unknown, our results suggest they could play a role in cALL etiology or progression.",epigenetics bioinformatics,2018
10.1371/journal.pgen.1004996,PLOS Genetics,Public Library of Science,"Yuan, Tian","Key Laboratory of Computational Biology, CAS-MPG Partner Institute for Computational Biology, Chinese Academy of Sciences, Shanghai Institute for Biological Sciences, Shanghai, China",An Integrative Multi-scale Analysis of the Dynamic DNA Methylation Landscape in Aging,"Recent studies have demonstrated that the DNA methylome changes with age. This epigenetic drift may have deep implications for cellular differentiation and disease development. However, it remains unclear how much of this drift is functional or caused by underlying changes in cell subtype composition. Moreover, no study has yet comprehensively explored epigenetic drift at different genomic length scales and in relation to regulatory elements.Here we conduct an in-depth analysis of epigenetic drift in blood tissue. We demonstrate that most of the age-associated drift is independent of the increase in the granulocyte to lymphocyte ratio that accompanies aging and that enrichment of age-hypermethylated CpG islands increases upon adjustment for cellular composition. We further find that drift has only a minimal impact on in-cis gene expression, acting primarily to stabilize pre-existing baseline expression levels. By studying epigenetic drift at different genomic length scales, we demonstrate the existence of mega-base scale age-associated hypomethylated blocks, covering approximately 14% of the human genome, and which exhibit preferential hypomethylation in age-matched cancer tissue. Importantly, we demonstrate the feasibility of integrating Illumina 450k DNA methylation with ENCODE data to identify transcription factors with key roles in cellular development and aging. Specifically, we identify REST and regulatory factors of the histone methyltransferase MLL complex, whose function may be disrupted in aging.In summary, most of the epigenetic drift seen in blood is independent of changes in blood cell type composition, and exhibits patterns at different genomic length scales reminiscent of those seen in cancer. Integration of Illumina 450k with appropriate ENCODE data may represent a fruitful approach to identify transcription factors with key roles in aging and disease.",epigenetics bioinformatics,2015
10.1371/journal.pcbi.1007329,PLOS Computational Biology,Public Library of Science,"Read, David F.","Department of Genome Sciences, University of Washington, Seattle, Washington, United States of America","Predicting gene expression in the human malaria parasite Plasmodium falciparum using histone modification, nucleosome positioning, and 3D localization features","Empirical evidence suggests that the malaria parasite Plasmodium falciparum employs a broad range of mechanisms to regulate gene transcription throughout the organism’s complex life cycle. To better understand this regulatory machinery, we assembled a rich collection of genomic and epigenomic data sets, including information about transcription factor (TF) binding motifs, patterns of covalent histone modifications, nucleosome occupancy, GC content, and global 3D genome architecture. We used these data to train machine learning models to discriminate between high-expression and low-expression genes, focusing on three distinct stages of the red blood cell phase of the Plasmodium life cycle. Our results highlight the importance of histone modifications and 3D chromatin architecture in Plasmodium transcriptional regulation and suggest that AP2 transcription factors may play a limited regulatory role, perhaps operating in conjunction with epigenetic factors.",epigenetics bioinformatics,2019
10.1371/journal.pgen.1005819,PLOS Genetics,Public Library of Science,"Ivanov, Nikolay A.","Lieber Institute for Brain Development, Johns Hopkins Medical Campus, Baltimore, Maryland, United States of America",Strong Components of Epigenetic Memory in Cultured Human Fibroblasts Related to Site of Origin and Donor Age,"Differentiating pluripotent cells from fibroblast progenitors is a potentially transformative tool in personalized medicine. We previously identified relatively greater success culturing dura-derived fibroblasts than scalp-derived fibroblasts from postmortem tissue. We hypothesized that these differences in culture success were related to epigenetic differences between the cultured fibroblasts by sampling location, and therefore generated genome-wide DNA methylation and transcriptome data on 11 intrinsically matched pairs of dural and scalp fibroblasts from donors across the lifespan (infant to 85 years). While these cultured fibroblasts were several generations removed from the primary tissue and morphologically indistinguishable, we found widespread epigenetic differences by sampling location at the single CpG (N = 101,989), region (N = 697), “block” (N = 243), and global spatial scales suggesting a strong epigenetic memory of original fibroblast location. Furthermore, many of these epigenetic differences manifested in the transcriptome, particularly at the region-level. We further identified 7,265 CpGs and 11 regions showing significant epigenetic memory related to the age of the donor, as well as an overall increased epigenetic variability, preferentially in scalp-derived fibroblasts—83% of loci were more variable in scalp, hypothesized to result from cumulative exposure to environmental stimuli in the primary tissue. By integrating publicly available DNA methylation datasets on individual cell populations in blood and brain, we identified significantly increased inter-individual variability in our scalp- and other skin-derived fibroblasts on a similar scale as epigenetic differences between different lineages of blood cells. Lastly, these epigenetic differences did not appear to be driven by somatic mutation—while we identified 64 probable de-novo variants across the 11 subjects, there was no association between mutation burden and age of the donor (p = 0.71). These results depict a strong component of epigenetic memory in cell culture from primary tissue, even after several generations of daughter cells, related to cell state and donor age.",epigenetics bioinformatics,2015
10.1371/journal.pgen.1004402,PLoS Genetics,Public Library of Science,"Berko, Esther R.","Center for Epigenomics and Department of Genetics (Division of Computational Genetics), Albert Einstein College of Medicine, Bronx, New York, United States of America",Mosaic Epigenetic Dysregulation of Ectodermal Cells in Autism Spectrum Disorder,"DNA mutational events are increasingly being identified in autism spectrum disorder (ASD), but the potential additional role of dysregulation of the epigenome in the pathogenesis of the condition remains unclear. The epigenome is of interest as a possible mediator of environmental effects during development, encoding a cellular memory reflected by altered function of progeny cells. Advanced maternal age (AMA) is associated with an increased risk of having a child with ASD for reasons that are not understood. To explore whether AMA involves covert aneuploidy or epigenetic dysregulation leading to ASD in the offspring, we tested a homogeneous ectodermal cell type from 47 individuals with ASD compared with 48 typically developing (TD) controls born to mothers of ≥35 years, using a quantitative genome-wide DNA methylation assay. We show that DNA methylation patterns are dysregulated in ectodermal cells in these individuals, having accounted for confounding effects due to subject age, sex and ancestral haplotype. We did not find mosaic aneuploidy or copy number variability to occur at differentially-methylated regions in these subjects. Of note, the loci with distinctive DNA methylation were found at genes expressed in the brain and encoding protein products significantly enriched for interactions with those produced by known ASD-causing genes, representing a perturbation by epigenomic dysregulation of the same networks compromised by DNA mutational mechanisms. The results indicate the presence of a mosaic subpopulation of epigenetically-dysregulated, ectodermally-derived cells in subjects with ASD. The epigenetic dysregulation observed in these ASD subjects born to older mothers may be associated with aging parental gametes, environmental influences during embryogenesis or could be the consequence of mutations of the chromatin regulatory genes increasingly implicated in ASD. The results indicate that epigenetic dysregulatory mechanisms may complement and interact with DNA mutations in the pathogenesis of the disorder.",epigenetics bioinformatics,2014
10.1371/journal.pone.0044858,NA,Public Library of Science,"Lahtz, Christoph","Department of Cancer Biology, Beckman Research Institute, City of Hope, Duarte, California, United States of America",Gamma Irradiation Does Not Induce Detectable Changes in DNA Methylation Directly following Exposure of Human Cells,"Environmental chemicals and radiation have often been implicated in producing alterations of the epigenome thus potentially contributing to cancer and other diseases. Ionizing radiation, released during accidents at nuclear power plants or after atomic bomb explosions, is a potentially serious health threat for the exposed human population. This type of high-energy radiation causes DNA damage including single- and double-strand breaks and induces chromosomal rearrangements and mutations, but it is not known if ionizing radiation directly induces changes in the epigenome of irradiated cells. We treated normal human fibroblasts and normal human bronchial epithelial cells with different doses of γ-radiation emitted from a cesium 137 (137Cs) radiation source. After a seven-day recovery period, we analyzed global DNA methylation patterns in the irradiated and control cells using the methylated-CpG island recovery assay (MIRA) in combination with high-resolution microarrays. Bioinformatics analysis revealed only a small number of potential methylation changes with low fold-difference ratios in the irradiated cells. These minor methylation differences seen on the microarrays could not be verified by COBRA (combined bisulfite restriction analysis) or bisulfite sequencing of selected target loci. Our study shows that acute γ-radiation treatment of two types of human cells had no appreciable direct effect on DNA cytosine methylation patterns in exposed cells.",epigenetics bioinformatics,2012
10.1371/journal.pone.0184030,PLOS ONE,Public Library of Science,"Haertle, Larissa","Institute of Human Genetics, Julius Maximilians University, Würzburg, Germany",Hypermethylation of the non-imprinted maternal MEG3 and paternal MEST alleles is highly variable among normal individuals,"Imprinted genes show parent-specific activity (functional haploidy), which makes them particularly vulnerable to epigenetic dysregulation. Here we studied the methylation profiles of oppositely imprinted genes at single DNA molecule resolution by two independent parental allele-specific deep bisulfite sequencing (DBS) techniques. Using Roche (GSJunior) next generation sequencing technology, we analyzed the maternally imprinted MEST promoter and the paternally imprinted MEG3 intergenic (IG) differentially methylated region (DMR) in fetal cord blood, adult blood, and visceral adipose tissue. Epimutations were defined as paternal or maternal alleles with >50% aberrantly (de)methylated CpG sites, showing the wrong methylation imprint. The epimutation rates (range 2–66%) of the paternal MEST and the maternal MEG3 IG DMR allele, which should be completely unmethylated, were significantly higher than those (0–15%) of the maternal MEST and paternal MEG3 alleles, which are expected to be fully methylated. This hypermethylation of the non-imprinted allele (HNA) was independent of parental origin. Very low epimutation rates in sperm suggest that HNA occurred after fertilization. DBS with Illumina (MiSeq) technology confirmed HNA for the MEST promoter and the MEG3 IG DMR, and to a lesser extent, for the paternally imprinted secondary MEG3 promoter and the maternally imprinted PEG3 promoter. HNA leads to biallelic methylation of imprinted genes in a considerable proportion of normal body cells (somatic mosaicism) and is highly variable between individuals. We propose that during development and differentiation maintenance of differential methylation at most imprinting control regions may become to some extent redundant. The accumulation of stochastic and environmentally-induced methylation errors on the non-imprinted allele may increase epigenetic diversity between cells and individuals.",epigenetics bioinformatics,2017
10.1371/journal.pone.0004687,PLoS ONE,Public Library of Science,"Ke, Xi-Song","The Gade Institute, University of Bergen, Bergen, Norway",Genome-Wide Profiling of Histone H3 Lysine 4 and Lysine 27 Trimethylation Reveals an Epigenetic Signature in Prostate Carcinogenesis,"BackgroundIncreasing evidence implicates the critical roles of epigenetic regulation in cancer. Very recent reports indicate that global gene silencing in cancer is associated with specific epigenetic modifications. However, the relationship between epigenetic switches and more dynamic patterns of gene activation and repression has remained largely unknown.Methodology/Principal FindingsGenome-wide profiling of the trimethylation of histone H3 lysine 4 (H3K4me3) and lysine 27 (H3K27me3) was performed using chromatin immunoprecipitation coupled with whole genome promoter microarray (ChIP-chip) techniques. Comparison of the ChIP-chip data and microarray gene expression data revealed that loss and/or gain of H3K4me3 and/or H3K27me3 were strongly associated with differential gene expression, including microRNA expression, between prostate cancer and primary cells. The most common switches were gain or loss of H3K27me3 coupled with low effect on gene expression. The least prevalent switches were between H3K4me3 and H3K27me3 coupled with much higher fractions of activated and silenced genes. Promoter patterns of H3K4me3 and H3K27me3 corresponded strongly with coordinated expression changes of regulatory gene modules, such as HOX and microRNA genes, and structural gene modules, such as desmosome and gap junction genes. A number of epigenetically switched oncogenes and tumor suppressor genes were found overexpressed and underexpressed accordingly in prostate cancer cells.Conclusions/SignificanceThis work offers a dynamic picture of epigenetic switches in carcinogenesis and contributes to an overall understanding of coordinated regulation of gene expression in cancer. Our data indicate an H3K4me3/H3K27me3 epigenetic signature of prostate carcinogenesis.",epigenetics bioinformatics,2008
10.1371/journal.pone.0052672,PLoS ONE,Public Library of Science,"Figueroa-Romero, Claudia","Department of Neurology, University of Michigan, Ann Arbor, Michigan, United States of America",Identification of Epigenetically Altered Genes in Sporadic Amyotrophic Lateral Sclerosis,"Amyotrophic lateral sclerosis (ALS) is a terminal disease involving the progressive degeneration of motor neurons within the motor cortex, brainstem and spinal cord. Most cases are sporadic (sALS) with unknown causes suggesting that the etiology of sALS may not be limited to the genotype of patients, but may be influenced by exposure to environmental factors. Alterations in epigenetic modifications are likely to play a role in disease onset and progression in ALS, as aberrant epigenetic patterns may be acquired throughout life. The aim of this study was to identify epigenetic marks associated with sALS. We hypothesize that epigenetic modifications may alter the expression of pathogenesis-related genes leading to the onset and progression of sALS. Using ELISA assays, we observed alterations in global methylation (5 mC) and hydroxymethylation (5 HmC) in postmortem sALS spinal cord but not in whole blood. Loci-specific differentially methylated and expressed genes in sALS spinal cord were identified by genome-wide 5mC and expression profiling using high-throughput microarrays. Concordant direction, hyper- or hypo-5mC with parallel changes in gene expression (under- or over-expression), was observed in 112 genes highly associated with biological functions related to immune and inflammation response. Furthermore, literature-based analysis identified potential associations among the epigenes. Integration of methylomics and transcriptomics data successfully revealed methylation changes in sALS spinal cord. This study represents an initial identification of epigenetic regulatory mechanisms in sALS which may improve our understanding of sALS pathogenesis for the identification of biomarkers and new therapeutic targets.",epigenetics bioinformatics,2012
10.1371/journal.pone.0101853,PLoS ONE,Public Library of Science,"Couldrey, Christine","AgResearch Ltd., Ruakura Research Centre, Hamilton, New Zealand",Genome-Wide DNA Methylation Patterns and Transcription Analysis in Sheep Muscle,"DNA methylation plays a central role in regulating many aspects of growth and development in mammals through regulating gene expression. The development of next generation sequencing technologies have paved the way for genome-wide, high resolution analysis of DNA methylation landscapes using methodology known as reduced representation bisulfite sequencing (RRBS). While RRBS has proven to be effective in understanding DNA methylation landscapes in humans, mice, and rats, to date, few studies have utilised this powerful method for investigating DNA methylation in agricultural animals. Here we describe the utilisation of RRBS to investigate DNA methylation in sheep Longissimus dorsi muscles. RRBS analysis of ∼1% of the genome from Longissimus dorsi muscles provided data of suitably high precision and accuracy for DNA methylation analysis, at all levels of resolution from genome-wide to individual nucleotides. Combining RRBS data with mRNAseq data allowed the sheep Longissimus dorsi muscle methylome to be compared with methylomes from other species. While some species differences were identified, many similarities were observed between DNA methylation patterns in sheep and other more commonly studied species. The RRBS data presented here highlights the complexity of epigenetic regulation of genes. However, the similarities observed across species are promising, in that knowledge gained from epigenetic studies in human and mice may be applied, with caution, to agricultural species. The ability to accurately measure DNA methylation in agricultural animals will contribute an additional layer of information to the genetic analyses currently being used to maximise production gains in these species.",epigenetics bioinformatics,2014
